日期,星期,频道,开始时间,结束时间,商品ID,商品名称,售价,原价,活动标签,是否直播,商品链接,商品图片
2026-04-21,周二,优购物,15:10,15:49,810376,保加利亚奥图玫瑰精油,799,799,有赠品,否,https://www.huimai.com.cn/goods-810376.html,https://assets.ugoshop.com/proimage/5fde2ce552463cd0c13fb0388cbfd3d8.jpg!p450
2026-04-21,周二,优购物,15:50,16:39,884094,Healthwow南极磷虾油凝胶糖果无糖夹心型尊贵组,999,999,,否,https://www.huimai.com.cn/goods-884094.html,https://assets.ugoshop.com/proimage/45c3067bba2012b15d8d50b6f92ef747.png!p450
2026-04-21,周二,优购物,16:40,17:29,841135,陈爹坊鲜白首乌原浆,899,899,,否,https://www.huimai.com.cn/goods-841135.html,https://assets.ugoshop.com/proimage/855d4a73b6d3255caeedbdd13e98b04b.jpg!p450
2026-04-21,周二,优购物,17:30,18:09,858980,泰国原装进口TIGERBR鳄鱼按摩膏,399,399,,否,https://www.huimai.com.cn/goods-858980.html,https://assets.ugoshop.com/proimage/9865735e027a8b5dbcd67d223cd53973.jpg!p450
2026-04-21,周二,优购物,18:10,18:49,835307,岭上嘎仙紫苏籽油超值装,398,398,有赠品,否,https://www.huimai.com.cn/goods-835307.html,https://assets.ugoshop.com/proimage/8bd792110551a084b12978ac6ab777b8.jpg!p450
2026-04-21,周二,优购物,18:50,19:29,874751,自然之臻怀山堂铁棍怀山药粉超值组,299,299,满2件减100,否,https://www.huimai.com.cn/goods-874751.html,https://assets.ugoshop.com/proimage/c2fceec5cdc03c811f7a355e2b8ae860.png!p450
2026-04-21,周二,优购物,19:30,20:19,878253,法尔诺德牌(原装进口)辅酶Q10软胶囊超值组,999,999,有赠品,否,https://www.huimai.com.cn/goods-878253.html,https://assets.ugoshop.com/proimage/5828d094415dc064a798b623de22e8a7.png!p450
2026-04-21,周二,优购物,20:20,20:59,884305,Healthwow非变性II型骨胶原蛋白复合片超值组,698,899,限时降价,否,https://www.huimai.com.cn/goods-884305.html,https://assets.ugoshop.com/proimage/708cb91780061ba91b067f6534c61c23.png!p450
2026-04-21,周二,优购物,21:00,21:49,884094,Healthwow南极磷虾油凝胶糖果无糖夹心型尊贵组,999,999,,否,https://www.huimai.com.cn/goods-884094.html,https://assets.ugoshop.com/proimage/45c3067bba2012b15d8d50b6f92ef747.png!p450
2026-04-21,周二,优购物,21:50,22:39,833496,LECEA富硒球釜降糖钛饭煲,999,999,有赠品,否,https://www.huimai.com.cn/goods-833496.html,https://assets.ugoshop.com/proimage/02582427e692665631ba43792376eaf4.jpg!p450
2026-04-21,周二,优购物,22:40,23:29,878252,自然之臻阿拉善冬季荒漠肉苁蓉100%纯原浆优选组,999,999,有赠品|有赠品,否,https://www.huimai.com.cn/goods-878252.html,https://assets.ugoshop.com/proimage/e3e4fd56e8bd6da022c980526e547cec.jpg!p450
2026-04-21,周二,优购物,23:30,23:59,832111,汉江山去核枇杷干,198,198,有赠品,否,https://www.huimai.com.cn/goods-832111.html,https://assets.ugoshop.com/proimage/ab6605e182f94ea0733fbad4abdbd82d.jpg!p450
2026-04-20,周一,优购物,00:00,00:49,833496,LECEA富硒球釜降糖钛饭煲,999,999,有赠品,否,https://www.huimai.com.cn/goods-833496.html,https://assets.ugoshop.com/proimage/02582427e692665631ba43792376eaf4.jpg!p450
2026-04-20,周一,优购物,00:50,01:29,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-20,周一,优购物,01:30,02:09,856736,火菲尔纯钛微压锅炒菜锅不粘锅无涂层龙卷风锻打家用燃气灶电磁炉通用蒸炒锅,699,699,有赠品,否,https://www.huimai.com.cn/goods-856736.html,https://assets.ugoshop.com/proimage/32c8ede1daec0cc75151581c018fdf35.jpg!p450
2026-04-20,周一,优购物,02:10,02:49,872703,宝基堂泰国原装进口燕窝饮超值组,699,699,有赠品,否,https://www.huimai.com.cn/goods-872703.html,https://assets.ugoshop.com/proimage/35c2229c81a17830fa55de090bab7414.jpg!p450
2026-04-20,周一,优购物,02:50,03:29,824708,自然之臻有机九华黄精果,499,599,限时降价|满2件减200,否,https://www.huimai.com.cn/goods-824708.html,https://assets.ugoshop.com/proimage/b7170ebb1bba9442c7413b52c69a7df3.jpg!p450
2026-04-20,周一,优购物,03:30,04:09,865231,YOHOKA纯钛多功能养生壶（新）,499,499,,否,https://www.huimai.com.cn/goods-865231.html,https://assets.ugoshop.com/proimage/d4c1cc63d904093f46a7d5c59ab9af4d.jpg!p450
2026-04-20,周一,优购物,04:10,04:59,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-20,周一,优购物,05:00,05:49,861424,帕米便携式氢 氧一体机超值组(新）,999,999,,否,https://www.huimai.com.cn/goods-861424.html,https://assets.ugoshop.com/proimage/3a306200d318e89a9a997917dbf53ce7.jpg!p450
2026-04-20,周一,优购物,05:50,06:19,869932,江中猴姑宝基堂人参茯苓黄芪米稀超值组,398,398,,否,https://www.huimai.com.cn/goods-869932.html,https://assets.ugoshop.com/proimage/08ecd0d6ea8bdf938e1f9e7962b1f7f5.jpg!p450
2026-04-20,周一,优购物,06:20,07:09,875060,chritsniroid零重力豪华按摩椅·白棕,2299,2299,,否,https://www.huimai.com.cn/goods-875060.html,https://assets.ugoshop.com/proimage/f9a5ea0c88c94a8f7d981f720e650ec2.jpg!p450
2026-04-20,周一,优购物,07:10,07:49,876256,Healthwow多维营养蛋白粉优选组,479,599,限时降价,否,https://www.huimai.com.cn/goods-876256.html,https://assets.ugoshop.com/proimage/faf25e598cb1002805351973dcf447ab.png!p450
2026-04-20,周一,优购物,07:50,08:29,861723,DR.SUNFLOWER九草蛇床子苦参精油古皂,299,299,,否,https://www.huimai.com.cn/goods-861723.html,https://assets.ugoshop.com/proimage/4b439ec83e38d608bebd67790fa6eed6.jpg!p450
2026-04-20,周一,优购物,08:30,08:59,832111,汉江山去核枇杷干,198,198,有赠品,否,https://www.huimai.com.cn/goods-832111.html,https://assets.ugoshop.com/proimage/ab6605e182f94ea0733fbad4abdbd82d.jpg!p450
2026-04-20,周一,优购物,09:00,09:29,784995,日本品牌Pansy男士网面透气休闲鞋,249,298,限时降价,否,https://www.huimai.com.cn/goods-784995.html,https://assets.ugoshop.com/proimage/368dab2d61c967c51654051f71e1df30.jpg!p450
2026-04-20,周一,优购物,09:30,10:09,877140,维众汉麻女士内裤新,198,198,,否,https://www.huimai.com.cn/goods-877140.html,https://assets.ugoshop.com/proimage/17f62901f4bbe2dc7181ce113f3c3cbe.jpg!p450
2026-04-20,周一,优购物,10:10,10:49,884305,Healthwow非变性II型骨胶原蛋白复合片超值组,698,899,限时降价,否,https://www.huimai.com.cn/goods-884305.html,https://assets.ugoshop.com/proimage/708cb91780061ba91b067f6534c61c23.png!p450
2026-04-20,周一,优购物,10:50,11:19,865013,黑金松露亚麻籽仁饼,198,198,有赠品,否,https://www.huimai.com.cn/goods-865013.html,https://assets.ugoshop.com/proimage/312bc9d31bf4f4afb86f2959545aeb48.jpg!p450
2026-04-20,周一,优购物,11:20,11:49,873671,鲜香美味卤乌鸡胗惠选款,198,198,,否,https://www.huimai.com.cn/goods-873671.html,https://assets.ugoshop.com/proimage/5a5ee1991f3256d966ab457ae5cb4fee.jpg!p450
2026-04-20,周一,优购物,11:50,12:39,883147,诺惠德国原装进口辅酶Q10优享组,999,999,,否,https://www.huimai.com.cn/goods-883147.html,https://assets.ugoshop.com/proimage/6d54b789bedc28da179185e5eb7fd9e5.JPG!p450
2026-04-20,周一,优购物,12:40,13:19,799169,华家那女士100精纺丝光羊毛开衫·中灰紫,254,299,限时降价,否,https://www.huimai.com.cn/goods-799169.html,https://assets.ugoshop.com/proimage/4d1a8639b204d26a865937159b18d31b.jpg!p450
2026-04-20,周一,优购物,13:20,13:59,876256,Healthwow多维营养蛋白粉优选组,479,599,限时降价,否,https://www.huimai.com.cn/goods-876256.html,https://assets.ugoshop.com/proimage/faf25e598cb1002805351973dcf447ab.png!p450
2026-04-20,周一,优购物,14:00,14:39,818536,泰国原装进口娜帕蒂卡人参洗发水,399,399,有赠品,否,https://www.huimai.com.cn/goods-818536.html,https://assets.ugoshop.com/proimage/8c058638daa03be32aaa18f525c86d46.jpg!p450
2026-04-20,周一,优购物,14:40,15:09,805226,新疆蓝莓桑葚山楂片,198,198,,否,https://www.huimai.com.cn/goods-805226.html,https://assets.ugoshop.com/proimage/0c5db9081a1e14107a32af90778e7982.jpg!p450
2026-04-20,周一,优购物,15:10,15:39,888272,RifugioVo纯棉舒适女士休闲裤·粉色,199,199,满2件减99,否,https://www.huimai.com.cn/goods-888272.html,https://assets.ugoshop.com/proimage/7e544d61a0ac1ee84dc63a5e8a9abc2d.jpg!p450
2026-04-20,周一,优购物,15:40,16:09,834436,BEUTENI御享青牛胆精油皂,299,399,限时降价,否,https://www.huimai.com.cn/goods-834436.html,https://assets.ugoshop.com/proimage/dcb6ebd1e2c25ebdd8d310dbd4438118.jpg!p450
2026-04-20,周一,优购物,16:10,16:39,798854,德世朗钛健康保鲜盒惠选款,299,299,,否,https://www.huimai.com.cn/goods-798854.html,https://assets.ugoshop.com/proimage/ea438472edbca6f41b38bf70d3400e60.jpg!p450
2026-04-20,周一,优购物,16:40,17:19,870889,natures gem益生菌冻干粉畅活30000亿尊享组,299,399,限时降价,是,https://www.huimai.com.cn/goods-870889.html,https://assets.ugoshop.com/proimage/18b3af9147ac2d031d932036a691d0e8.png!p450
2026-04-20,周一,优购物,17:20,17:59,886287,维众汉麻刺绣四件套（新）,2999,2999,有赠品,否,https://www.huimai.com.cn/goods-886287.html,https://assets.ugoshop.com/proimage/a386796c3297e01261b0b4a4a17d6881.jpg!p450
2026-04-20,周一,优购物,18:00,18:49,883147,诺惠德国原装进口辅酶Q10优享组,999,999,,否,https://www.huimai.com.cn/goods-883147.html,https://assets.ugoshop.com/proimage/6d54b789bedc28da179185e5eb7fd9e5.JPG!p450
2026-04-20,周一,优购物,18:50,19:39,863588,chritsniroid(克里斯诺德）轻型便携电动轮椅车,2680,2680,有赠品,否,https://www.huimai.com.cn/goods-863588.html,https://assets.ugoshop.com/proimage/b626f5812fee9deb346bb2115d55ef44.jpg!p450
2026-04-20,周一,优购物,19:40,20:19,884305,Healthwow非变性II型骨胶原蛋白复合片超值组,698,899,限时降价,否,https://www.huimai.com.cn/goods-884305.html,https://assets.ugoshop.com/proimage/708cb91780061ba91b067f6534c61c23.png!p450
2026-04-20,周一,优购物,20:20,21:09,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-20,周一,优购物,21:10,21:59,824881,LECEA缓释富硒焕活水杯超值组,703,703,,否,https://www.huimai.com.cn/goods-824881.html,https://assets.ugoshop.com/proimage/c37cf3ff0d48ebb97ce80782428590d7.jpg!p450
2026-04-20,周一,优购物,22:00,22:39,870889,natures gem益生菌冻干粉畅活30000亿尊享组,299,399,限时降价,是,https://www.huimai.com.cn/goods-870889.html,https://assets.ugoshop.com/proimage/18b3af9147ac2d031d932036a691d0e8.png!p450
2026-04-20,周一,优购物,22:40,23:19,856736,火菲尔纯钛微压锅炒菜锅不粘锅无涂层龙卷风锻打家用燃气灶电磁炉通用蒸炒锅,699,699,有赠品,否,https://www.huimai.com.cn/goods-856736.html,https://assets.ugoshop.com/proimage/32c8ede1daec0cc75151581c018fdf35.jpg!p450
2026-04-20,周一,优购物,23:20,23:59,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-19,周日,优购物,00:00,00:39,861723,DR.SUNFLOWER九草蛇床子苦参精油古皂,299,299,,否,https://www.huimai.com.cn/goods-861723.html,https://assets.ugoshop.com/proimage/4b439ec83e38d608bebd67790fa6eed6.jpg!p450
2026-04-19,周日,优购物,00:40,01:19,814868,自然之臻有机中宁红枸杞原浆超值组,399,399,有赠品,否,https://www.huimai.com.cn/goods-814868.html,https://assets.ugoshop.com/proimage/51690aa2171fb4efa242c8bd449b29a4.jpg!p450
2026-04-19,周日,优购物,01:20,02:09,807704,【会员福利】LECEA纯钛焕彩筷子尊享装8双,139,139,,否,https://www.huimai.com.cn/goods-807704.html,https://assets.ugoshop.com/proimage/0c1253ca81fc64d2e59cf7c2f20f6125.jpg!p450
2026-04-19,周日,优购物,02:10,02:49,864702,Florinda芙琳芳达迪拜驼奶精油皂,299,399,有赠品|有赠品,否,https://www.huimai.com.cn/goods-864702.html,https://assets.ugoshop.com/proimage/680db20d8ab0f5316a4b22b919f289b6.jpg!p450
2026-04-19,周日,优购物,02:50,03:29,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-19,周日,优购物,03:30,04:09,793703,宝基堂红参浆饮尊贵组,499,899,限时降价,否,https://www.huimai.com.cn/goods-793703.html,https://assets.ugoshop.com/proimage/4b4a9f17f0bd8cc8b9a02864a3717c07.jpg!p450
2026-04-19,周日,优购物,04:10,04:49,874751,自然之臻怀山堂铁棍怀山药粉超值组,299,299,满2件减100,否,https://www.huimai.com.cn/goods-874751.html,https://assets.ugoshop.com/proimage/c2fceec5cdc03c811f7a355e2b8ae860.png!p450
2026-04-19,周日,优购物,04:50,05:19,832111,汉江山去核枇杷干,198,198,有赠品,否,https://www.huimai.com.cn/goods-832111.html,https://assets.ugoshop.com/proimage/ab6605e182f94ea0733fbad4abdbd82d.jpg!p450
2026-04-19,周日,优购物,05:20,06:09,695393,头号海12小时干海参超值组,2599,2599,有赠品,否,https://www.huimai.com.cn/goods-695393.html,https://assets.ugoshop.com/proimage/d417678acf22386224e8ee9543cd6f36.png!p450
2026-04-19,周日,优购物,06:10,06:49,879598,自然之臻黄芪原液尊享组,399,499,限时降价,否,https://www.huimai.com.cn/goods-879598.html,https://assets.ugoshop.com/proimage/d0973c15564601ebca00f4fb24ae4e6f.jpg!p450
2026-04-19,周日,优购物,06:50,07:19,814828,锡兰肉桂黑咖啡,198,198,有赠品,否,https://www.huimai.com.cn/goods-814828.html,https://assets.ugoshop.com/proimage/fbd9ee65a89bd44f1cc9ca2c0cf1a26e.jpg!p450
2026-04-19,周日,优购物,07:20,07:49,834436,BEUTENI御享青牛胆精油皂,299,399,限时降价,否,https://www.huimai.com.cn/goods-834436.html,https://assets.ugoshop.com/proimage/dcb6ebd1e2c25ebdd8d310dbd4438118.jpg!p450
2026-04-19,周日,优购物,07:50,08:29,875239,Healthwow南极磷虾油中老年奶粉尊贵装,499,699,有赠品|有赠品,否,https://www.huimai.com.cn/goods-875239.html,https://assets.ugoshop.com/proimage/709c08e7045bb92b49b182bbfe29c4ec.jpg!p450
2026-04-19,周日,优购物,08:30,08:59,784995,日本品牌Pansy男士网面透气休闲鞋,249,298,限时降价,否,https://www.huimai.com.cn/goods-784995.html,https://assets.ugoshop.com/proimage/368dab2d61c967c51654051f71e1df30.jpg!p450
2026-04-19,周日,优购物,09:00,09:29,697784,奢奈莎砂洗大长腿阔腿裤,263,399,限时降价,否,https://www.huimai.com.cn/goods-697784.html,https://assets.ugoshop.com/proimage/c0181a4ec035fd3f52121af93702e02e.jpg!p450
2026-04-19,周日,优购物,09:30,10:09,856104,DR.MEIWOKEY麦维肯霍罗皮托皮肤保健膏,499,499,,否,https://www.huimai.com.cn/goods-856104.html,https://assets.ugoshop.com/proimage/87efce77d9063e9267f8e75b1a07a06a.jpg!p450
2026-04-19,周日,优购物,10:10,10:49,884880,希源体石墨烯毛巾浴巾组,239,239,,否,https://www.huimai.com.cn/goods-884880.html,https://assets.ugoshop.com/proimage/39b0835b21e2425c61eb9602dd40f311.jpg!p450
2026-04-19,周日,优购物,10:50,11:29,874751,自然之臻怀山堂铁棍怀山药粉超值组,299,299,满2件减100,否,https://www.huimai.com.cn/goods-874751.html,https://assets.ugoshop.com/proimage/c2fceec5cdc03c811f7a355e2b8ae860.png!p450
2026-04-19,周日,优购物,11:30,12:19,883135,诺惠德国姜皇植物饮料优享组,899,899,,否,https://www.huimai.com.cn/goods-883135.html,https://assets.ugoshop.com/proimage/22ecf5296f886363e8d102328229750c.jpg!p450
2026-04-19,周日,优购物,12:20,13:09,824881,LECEA缓释富硒焕活水杯超值组,703,703,,否,https://www.huimai.com.cn/goods-824881.html,https://assets.ugoshop.com/proimage/c37cf3ff0d48ebb97ce80782428590d7.jpg!p450
2026-04-19,周日,优购物,13:10,13:59,795434,李时珍膏方集团五指毛桃茯芷膏,699,699,,否,https://www.huimai.com.cn/goods-795434.html,https://assets.ugoshop.com/proimage/2336449b28a784234370e29e4335a6e7.jpg!p450
2026-04-19,周日,优购物,14:00,14:29,881278,一品玉鲜蒸蜜桃干,198,198,,否,https://www.huimai.com.cn/goods-881278.html,https://assets.ugoshop.com/proimage/25455340d4dba0b91e5f2b16a13e20f9.jpg!p450
2026-04-19,周日,优购物,14:30,15:09,884890,驰萱汉麻棉家居服套装男·雨露色,299,299,,否,https://www.huimai.com.cn/goods-884890.html,https://assets.ugoshop.com/proimage/c21864e58d6d410494d5d318a813b416.jpg!p450
2026-04-19,周日,优购物,15:10,15:59,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-19,周日,优购物,16:00,16:39,713394,AMOS高聚能养生钛锅（新）,699,699,,否,https://www.huimai.com.cn/goods-713394.html,https://assets.ugoshop.com/proimage/a590af22ba2f512e3f1691679b22f133.jpg!p450
2026-04-19,周日,优购物,16:40,17:19,845089,双极水口腔含漱液尊享组,399,399,有赠品,否,https://www.huimai.com.cn/goods-845089.html,https://assets.ugoshop.com/proimage/45551a7c58498cddb19553ade2924c92.jpg!p450
2026-04-19,周日,优购物,17:20,17:49,831261,汇柒鲜香卤牛掌·香卤牛掌,298,298,,否,https://www.huimai.com.cn/goods-831261.html,https://assets.ugoshop.com/proimage/761e03f706c0733b91d769eae41d624b.jpg!p450
2026-04-19,周日,优购物,17:50,18:09,881478,亿口佳荞麦椒盐酥,99,99,,否,https://www.huimai.com.cn/goods-881478.html,https://assets.ugoshop.com/proimage/898ad40c548f7afe4f2111b0ab35a51a.jpg!p450
2026-04-19,周日,优购物,18:10,18:59,878252,自然之臻阿拉善冬季荒漠肉苁蓉100%纯原浆优选组,999,999,有赠品|有赠品,否,https://www.huimai.com.cn/goods-878252.html,https://assets.ugoshop.com/proimage/e3e4fd56e8bd6da022c980526e547cec.jpg!p450
2026-04-19,周日,优购物,19:00,19:39,835307,岭上嘎仙紫苏籽油超值装,398,398,有赠品,否,https://www.huimai.com.cn/goods-835307.html,https://assets.ugoshop.com/proimage/8bd792110551a084b12978ac6ab777b8.jpg!p450
2026-04-19,周日,优购物,19:40,20:29,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-19,周日,优购物,20:30,21:19,883147,诺惠德国原装进口辅酶Q10优享组,999,999,,否,https://www.huimai.com.cn/goods-883147.html,https://assets.ugoshop.com/proimage/6d54b789bedc28da179185e5eb7fd9e5.JPG!p450
2026-04-19,周日,优购物,21:20,22:09,795434,李时珍膏方集团五指毛桃茯芷膏,699,699,,否,https://www.huimai.com.cn/goods-795434.html,https://assets.ugoshop.com/proimage/2336449b28a784234370e29e4335a6e7.jpg!p450
2026-04-19,周日,优购物,22:10,22:49,856104,DR.MEIWOKEY麦维肯霍罗皮托皮肤保健膏,499,499,,否,https://www.huimai.com.cn/goods-856104.html,https://assets.ugoshop.com/proimage/87efce77d9063e9267f8e75b1a07a06a.jpg!p450
2026-04-19,周日,优购物,22:50,23:29,814833,自然之臻有机青海黑枸杞原浆秒杀组,399,499,限时降价,否,https://www.huimai.com.cn/goods-814833.html,https://assets.ugoshop.com/proimage/4f09ae40d89bb45724ff7a744ae8652a.png!p450
2026-04-19,周日,优购物,23:30,23:59,832111,汉江山去核枇杷干,198,198,有赠品,否,https://www.huimai.com.cn/goods-832111.html,https://assets.ugoshop.com/proimage/ab6605e182f94ea0733fbad4abdbd82d.jpg!p450
2026-04-18,周六,优购物,00:00,00:49,795434,李时珍膏方集团五指毛桃茯芷膏,699,699,,否,https://www.huimai.com.cn/goods-795434.html,https://assets.ugoshop.com/proimage/2336449b28a784234370e29e4335a6e7.jpg!p450
2026-04-18,周六,优购物,00:50,01:29,829706,雪肌态智研抗 皱面霜专享组,499,798,有赠品|有赠品,否,https://www.huimai.com.cn/goods-829706.html,https://assets.ugoshop.com/proimage/25c16f8f6013dd82d5f05063b0a7975d.png!p450
2026-04-18,周六,优购物,01:30,02:09,870889,natures gem益生菌冻干粉畅活30000亿尊享组,299,399,限时降价,是,https://www.huimai.com.cn/goods-870889.html,https://assets.ugoshop.com/proimage/18b3af9147ac2d031d932036a691d0e8.png!p450
2026-04-18,周六,优购物,02:10,02:49,856104,DR.MEIWOKEY麦维肯霍罗皮托皮肤保健膏,499,499,,否,https://www.huimai.com.cn/goods-856104.html,https://assets.ugoshop.com/proimage/87efce77d9063e9267f8e75b1a07a06a.jpg!p450
2026-04-18,周六,优购物,02:50,03:29,874751,自然之臻怀山堂铁棍怀山药粉超值组,299,299,满2件减100,否,https://www.huimai.com.cn/goods-874751.html,https://assets.ugoshop.com/proimage/c2fceec5cdc03c811f7a355e2b8ae860.png!p450
2026-04-18,周六,优购物,03:30,03:59,766637,方诺蜜熊俄罗斯原装进口蒲公英蜜超值组,198,198,,否,https://www.huimai.com.cn/goods-766637.html,https://assets.ugoshop.com/proimage/58d5a0dbbde2b2e3b3a9d7ee4acba7d0.jpg!p450
2026-04-18,周六,优购物,04:00,04:39,814833,自然之臻有机青海黑枸杞原浆秒杀组,399,499,限时降价,否,https://www.huimai.com.cn/goods-814833.html,https://assets.ugoshop.com/proimage/4f09ae40d89bb45724ff7a744ae8652a.png!p450
2026-04-18,周六,优购物,04:40,05:19,829706,雪肌态智研抗 皱面霜专享组,499,798,有赠品|有赠品,否,https://www.huimai.com.cn/goods-829706.html,https://assets.ugoshop.com/proimage/25c16f8f6013dd82d5f05063b0a7975d.png!p450
2026-04-18,周六,优购物,05:20,06:09,883147,诺惠德国原装进口辅酶Q10优享组,999,999,,否,https://www.huimai.com.cn/goods-883147.html,https://assets.ugoshop.com/proimage/6d54b789bedc28da179185e5eb7fd9e5.JPG!p450
2026-04-18,周六,优购物,06:10,06:59,795434,李时珍膏方集团五指毛桃茯芷膏,699,699,,否,https://www.huimai.com.cn/goods-795434.html,https://assets.ugoshop.com/proimage/2336449b28a784234370e29e4335a6e7.jpg!p450
2026-04-18,周六,优购物,07:00,07:39,824708,自然之臻有机九华黄精果,499,599,限时降价|满2件减200,否,https://www.huimai.com.cn/goods-824708.html,https://assets.ugoshop.com/proimage/b7170ebb1bba9442c7413b52c69a7df3.jpg!p450
2026-04-18,周六,优购物,07:40,08:19,868975,DR.SUNFLOWER澳洲玉檀沉香精油霜,599,599,有赠品,否,https://www.huimai.com.cn/goods-868975.html,https://assets.ugoshop.com/proimage/4837b88dedbec93460b86f9518f3b535.jpg!p450
2026-04-18,周六,优购物,08:20,08:59,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-18,周六,优购物,09:00,09:39,870889,natures gem益生菌冻干粉畅活30000亿尊享组,299,399,限时降价,是,https://www.huimai.com.cn/goods-870889.html,https://assets.ugoshop.com/proimage/18b3af9147ac2d031d932036a691d0e8.png!p450
2026-04-18,周六,优购物,09:40,10:19,876256,Healthwow多维营养蛋白粉优选组,479,599,限时降价,否,https://www.huimai.com.cn/goods-876256.html,https://assets.ugoshop.com/proimage/faf25e598cb1002805351973dcf447ab.png!p450
2026-04-18,周六,优购物,10:20,10:59,872703,宝基堂泰国原装进口燕窝饮超值组,699,699,有赠品,否,https://www.huimai.com.cn/goods-872703.html,https://assets.ugoshop.com/proimage/35c2229c81a17830fa55de090bab7414.jpg!p450
2026-04-18,周六,优购物,11:00,11:49,882934,自然之臻黑番茄原浆会员至尊组,969,969,,否,https://www.huimai.com.cn/goods-882934.html,https://assets.ugoshop.com/proimage/c7c08112c7bfd4ecd86e9050542160be.png!p450
2026-04-18,周六,优购物,11:50,12:29,835307,岭上嘎仙紫苏籽油超值装,398,398,有赠品,否,https://www.huimai.com.cn/goods-835307.html,https://assets.ugoshop.com/proimage/8bd792110551a084b12978ac6ab777b8.jpg!p450
2026-04-18,周六,优购物,12:30,13:19,820433,自然之臻新疆有机纯驼乳粉新款,999,1098,有赠品|有赠品,否,https://www.huimai.com.cn/goods-820433.html,https://assets.ugoshop.com/proimage/8dc585e67b3db62d1500b880b49e1b64.png!p450
2026-04-18,周六,优购物,13:20,13:59,877140,维众汉麻女士内裤新,198,198,,否,https://www.huimai.com.cn/goods-877140.html,https://assets.ugoshop.com/proimage/17f62901f4bbe2dc7181ce113f3c3cbe.jpg!p450
2026-04-18,周六,优购物,14:00,14:19,885057,江中猴姑宝基堂经典0糖酥性饼干尊享组,159,159,,否,https://www.huimai.com.cn/goods-885057.html,https://assets.ugoshop.com/proimage/980b6fde98b4c4acf85eac8e2cab76a3.jpg!p450
2026-04-18,周六,优购物,14:20,14:59,884305,Healthwow非变性II型骨胶原蛋白复合片超值组,698,899,限时降价,否,https://www.huimai.com.cn/goods-884305.html,https://assets.ugoshop.com/proimage/708cb91780061ba91b067f6534c61c23.png!p450
2026-04-18,周六,优购物,15:00,15:29,798854,德世朗钛健康保鲜盒惠选款,299,299,,否,https://www.huimai.com.cn/goods-798854.html,https://assets.ugoshop.com/proimage/ea438472edbca6f41b38bf70d3400e60.jpg!p450
2026-04-18,周六,优购物,15:30,16:09,882064,维众高档床单秒杀（新）,198,198,,否,https://www.huimai.com.cn/goods-882064.html,https://assets.ugoshop.com/proimage/5b06645ba2de58d6983fd5d16f775fd5.jpg!p450
2026-04-18,周六,优购物,16:10,16:39,885177,半闲食集牛奶黑米燕窝粥特惠组,199,199,,否,https://www.huimai.com.cn/goods-885177.html,https://assets.ugoshop.com/proimage/4b200efebc95aa23c9f1c9ab9bbd10d1.jpg!p450
2026-04-18,周六,优购物,16:40,16:49,779359,自然之臻迁西有机板栗仁,88,88,,否,https://www.huimai.com.cn/goods-779359.html,https://assets.ugoshop.com/proimage/99fadaeb02a694c3494d0905da840e3e.jpg!p450
2026-04-18,周六,优购物,16:50,17:19,845642,板蓝根青菜黑猪鲜肉小笼包,198,198,,否,https://www.huimai.com.cn/goods-845642.html,https://assets.ugoshop.com/proimage/56ecf6ed35ec66d0dfa675d1dd0b181a.jpg!p450
2026-04-18,周六,优购物,17:20,17:49,865013,黑金松露亚麻籽仁饼,198,198,有赠品,否,https://www.huimai.com.cn/goods-865013.html,https://assets.ugoshop.com/proimage/312bc9d31bf4f4afb86f2959545aeb48.jpg!p450
